Insurance	HaveEmail	HaveFitbit	Gdr_Cd	AgeBand	MbrCnt	Age	Female	HasEmail	HasFitbit	IP Admit	ER Visit	PMPM	Med	Ip	Op	Dr	Er	Rx	Charlson	AIDS_HIV	AMI	Angina	Cancer	CEVD	CHF	COPD	Dementia	Diabetes	HTN	Liver	Paralysis	PVD	Renal_Failure	Rheumatic	Ulcers	Depression	Skin
UHC-FI	No	No	NULL	45-64	429274	53.915590	0.472583	0.000000	0.000000	0.038078	0.165544	444.302981	373.023250	104.154656	145.202319	96.890764	26.775510	71.279730	0.720007	0.001281	0.005951	0.028338	0.026253	0.013098	0.010955	0.059868	0.000540	0.092083	0.243068	0.023136	0.001409	0.014060	0.011505	0.008938	0.003109	0.044360	0.009688
Uni-ASO	No	No	NULL	45-64	1032793	54.335185	0.560759	0.000000	0.000000	0.042438	0.158191	480.821869	465.735100	121.785912	187.994292	127.870594	28.084300	15.086769	0.769601	0.001905	0.005875	0.028329	0.030275	0.014288	0.011427	0.062879	0.000767	0.094436	0.246891	0.024315	0.001862	0.014520	0.013383	0.012421	0.003307	0.054921	0.009632
NULL	No	No	NULL	45-64	2263750	54.323046	0.525803	0.000000	0.000000	0.037965	0.146509	432.633555	397.817110	106.979365	158.235719	107.684390	24.917636	34.816444	0.692570	0.001495	0.005435	0.026230	0.026794	0.012929	0.010466	0.056749	0.000651	0.086669	0.225216	0.021948	0.001578	0.013397	0.011815	0.010279	0.002934	0.046763	0.008849
Other	Yes	No	NULL	45-64	799280	54.337827	0.493307	1.000000	0.000000	0.051831	0.170223	740.981628	602.617830	155.763342	243.276865	174.204839	29.372783	138.363797	1.019228	0.003528	0.007191	0.039788	0.042116	0.018292	0.013852	0.080114	0.000705	0.126080	0.320422	0.032648	0.001966	0.019203	0.017717	0.016862	0.003931	0.073008	0.012169
UHC-FI	Yes	No	NULL	45-64	605423	54.189716	0.486184	1.000000	0.000000	0.049879	0.167691	736.878756	556.109493	150.865668	226.794748	149.864118	28.584957	180.769262	0.984153	0.003723	0.007517	0.040310	0.040738	0.016796	0.013469	0.075958	0.000589	0.118138	0.315701	0.031914	0.001762	0.017825	0.016803	0.016256	0.003623	0.069856	0.011917
Uni-ASO	Yes	No	NULL	45-64	1432167	54.245505	0.467013	1.000000	0.000000	0.049453	0.158191	650.979418	599.242799	151.296680	245.785815	173.068608	29.091694	51.736619	0.943261	0.003990	0.006608	0.035768	0.040073	0.016235	0.012377	0.072585	0.000724	0.112994	0.298421	0.030307	0.001983	0.016666	0.016272	0.014871	0.003787	0.067443	0.011377
NULL	Yes	No	NULL	45-64	2836870	54.259611	0.478513	1.000000	0.000000	0.050214	0.163608	694.669260	590.988525	152.463166	241.025998	168.436614	29.062746	103.680734	0.973391	0.003803	0.006966	0.037870	0.040791	0.016934	0.013026	0.075426	0.000690	0.117779	0.308307	0.031310	0.001931	0.017628	0.016792	0.015728	0.003792	0.069526	0.011716
NULL	NULL	No	NULL	45-64	5100620	54.287765	0.499501	0.556181	0.000000	0.044778	0.156019	578.372942	505.255459	132.276609	204.282133	141.473647	27.223069	73.117482	0.848757	0.002778	0.006287	0.032704	0.034579	0.015157	0.011890	0.067137	0.000673	0.103972	0.271430	0.027155	0.001775	0.015750	0.014583	0.013309	0.003412	0.059423	0.010444
Other	No	No	NULL	65+	1129299	75.917725	0.565778	0.000000	0.000000	0.020705	0.043829	61.993397	55.461197	18.939134	19.680048	14.872800	1.969214	6.532199	0.286259	0.000102	0.003390	0.021741	0.014273	0.012254	0.011485	0.019127	0.005922	0.030555	0.075433	0.004160	0.000924	0.015244	0.012477	0.003321	0.001106	0.008321	0.003127
UHC-FI	No	No	NULL	65+	36443	69.220645	0.465439	0.000000	0.000000	0.087780	0.213072	745.419764	611.431909	202.646830	231.656002	150.799116	26.329959	133.987855	1.493428	0.000795	0.016326	0.100568	0.074691	0.049364	0.042065	0.100814	0.011991	0.176165	0.461295	0.030239	0.003183	0.057377	0.050489	0.015887	0.005488	0.044782	0.013555
Uni-ASO	No	No	NULL	65+	422726	76.051813	0.574227	0.000000	0.000000	0.094337	0.206400	257.069138	239.711867	78.729459	87.412576	64.610035	8.959796	17.357270	1.276825	0.000496	0.014624	0.094183	0.064221	0.056622	0.051889	0.084094	0.029950	0.125610	0.343780	0.018170	0.004269	0.068458	0.055480	0.015224	0.005005	0.038634	0.014318
NULL	No	No	NULL	65+	1588468	75.799763	0.565724	0.000000	0.000000	0.041839	0.090976	129.586635	117.249530	39.065309	42.568353	31.227417	4.388450	12.337104	0.577566	0.000223	0.006676	0.042828	0.028951	0.024913	0.022939	0.038290	0.012456	0.059192	0.155699	0.008487	0.001866	0.030372	0.024793	0.006777	0.002244	0.017224	0.006345
Other	Yes	No	NULL	65+	358704	73.405640	0.505820	1.000000	0.000000	0.039665	0.078343	291.524722	236.991856	73.386437	90.911937	65.638359	7.055120	54.532866	0.666176	0.000574	0.006877	0.050297	0.037905	0.024187	0.017607	0.043163	0.005118	0.075661	0.187784	0.013267	0.001625	0.028151	0.023083	0.008324	0.002656	0.022427	0.006634
UHC-FI	Yes	No	NULL	65+	54884	68.270807	0.430435	1.000000	0.000000	0.098280	0.192187	1114.413834	843.039102	265.444016	334.933964	215.306471	27.354649	271.374732	1.712329	0.001475	0.019185	0.129290	0.097314	0.054296	0.040940	0.110214	0.006231	0.197307	0.520789	0.037023	0.003316	0.059343	0.053476	0.023249	0.006140	0.055553	0.015997
Uni-ASO	Yes	No	NULL	65+	337212	72.573422	0.449334	1.000000	0.000000	0.088828	0.178181	432.313363	375.247002	114.821566	142.669641	106.049563	11.706230	57.066360	1.359813	0.001037	0.014827	0.103294	0.078858	0.053349	0.043684	0.088009	0.019317	0.138989	0.375745	0.024088	0.003798	0.061821	0.050822	0.016858	0.005085	0.044476	0.013964
NULL	Yes	No	NULL	65+	750800	72.656501	0.474940	1.000000	0.000000	0.066030	0.131506	414.911863	343.389820	106.036026	131.996412	94.729366	10.628015	71.522042	1.054188	0.000848	0.011347	0.079874	0.060641	0.039485	0.031025	0.068207	0.011576	0.112996	0.296547	0.019864	0.002725	0.045554	0.037763	0.013248	0.004002	0.034752	0.010611
NULL	NULL	No	NULL	65+	2339268	74.790917	0.536587	0.320955	0.000000	0.049603	0.103984	221.163222	189.830410	60.559902	71.270745	51.608691	6.391070	31.332812	0.730540	0.000424	0.008176	0.054718	0.039122	0.029590	0.025534	0.047892	0.012173	0.076461	0.200905	0.012138	0.002142	0.035245	0.028956	0.008854	0.002808	0.022850	0.007714
NULL	NULL	No	NULL	NULL	13488962	47.790568	0.501090	0.468160	0.000000	0.045428	0.158227	396.839263	349.249264	93.577196	132.688259	97.636465	25.347343	47.589998	0.569345	0.001829	0.004087	0.022932	0.022607	0.011983	0.009750	0.053204	0.002412	0.062352	0.162480	0.016933	0.001412	0.013012	0.011637	0.008500	0.002411	0.051929	0.008638
Other	Yes	Yes	NULL	18-44	87113	34.706415	0.652508	1.000000	1.000000	0.056271	0.152583	476.233104	394.191898	93.306469	145.776303	127.816130	27.292994	82.041205	0.385826	0.001021	0.000918	0.003076	0.010813	0.003902	0.002513	0.065328	0.000103	0.029834	0.080320	0.014073	0.000723	0.002938	0.003179	0.007840	0.001721	0.084889	0.008035
UHC-FI	Yes	Yes	NULL	18-44	69528	34.292831	0.658597	1.000000	1.000000	0.053115	0.139713	437.874535	335.987348	88.440137	120.693577	102.700218	24.153414	101.887186	0.366751	0.001280	0.000791	0.002560	0.010111	0.002761	0.002416	0.060349	0.000129	0.026564	0.076314	0.013303	0.000776	0.002516	0.003279	0.007824	0.001567	0.084023	0.007737
Uni-ASO	Yes	Yes	NULL	18-44	164419	34.874600	0.600253	1.000000	1.000000	0.054695	0.144454	406.240607	377.630615	91.865489	136.781714	122.140309	26.843101	28.609992	0.361223	0.001295	0.000772	0.003083	0.009779	0.002992	0.002305	0.059013	0.000127	0.028865	0.078573	0.013860	0.000693	0.003004	0.003144	0.006732	0.001842	0.074395	0.007827
NULL	Yes	Yes	NULL	18-44	321060	34.702980	0.627066	1.000000	1.000000	0.054781	0.145633	432.082195	373.106009	91.514683	135.738201	119.470425	26.382698	58.976185	0.369096	0.001217	0.000816	0.002968	0.010132	0.003189	0.002385	0.061016	0.000121	0.028630	0.078558	0.013798	0.000719	0.002881	0.003183	0.007269	0.001750	0.079327	0.007864
NULL	NULL	Yes	NULL	18-44	321060	34.702980	0.627066	1.000000	1.000000	0.054781	0.145633	432.082195	373.106009	91.514683	135.738201	119.470425	26.382698	58.976185	0.369096	0.001217	0.000816	0.002968	0.010132	0.003189	0.002385	0.061016	0.000121	0.028630	0.078558	0.013798	0.000719	0.002881	0.003183	0.007269	0.001750	0.079327	0.007864
Other	Yes	Yes	NULL	45-64	89129	54.031134	0.596517	1.000000	1.000000	0.042589	0.141659	732.855981	595.546629	131.714788	250.408177	188.531426	24.892237	137.309351	0.957993	0.002109	0.006238	0.037619	0.045619	0.015629	0.011578	0.083878	0.000605	0.105667	0.303043	0.030764	0.001245	0.016504	0.014507	0.017154	0.003893	0.077101	0.010658
UHC-FI	Yes	Yes	NULL	45-64	64422	53.987100	0.602371	1.000000	1.000000	0.040995	0.134131	729.027380	549.800512	130.800841	231.027737	164.682685	23.289246	179.226868	0.906670	0.001878	0.006503	0.038418	0.043696	0.014730	0.011486	0.077768	0.000714	0.095728	0.294045	0.028018	0.001086	0.015802	0.013256	0.017323	0.003089	0.073546	0.010493
Uni-ASO	Yes	Yes	NULL	45-64	173698	54.115971	0.562982	1.000000	1.000000	0.040259	0.128683	639.769869	590.137044	126.679707	252.618935	186.936383	23.902017	49.632824	0.885079	0.002147	0.006073	0.034870	0.044139	0.014651	0.010512	0.074226	0.000489	0.095286	0.285886	0.027645	0.001318	0.014271	0.013183	0.015573	0.003460	0.066748	0.010328
NULL	Yes	Yes	NULL	45-64	327249	54.067496	0.579870	1.000000	1.000000	0.041039	0.133289	682.693818	583.669769	128.862337	247.766389	182.989959	24.051082	99.024048	0.909188	0.002084	0.006203	0.036317	0.044455	0.014933	0.010994	0.077552	0.000565	0.098200	0.292165	0.028568	0.001252	0.015181	0.013558	0.016348	0.003504	0.070906	0.010450
NULL	NULL	Yes	NULL	45-64	327249	54.067496	0.579870	1.000000	1.000000	0.041039	0.133289	682.693818	583.669769	128.862337	247.766389	182.989959	24.051082	99.024048	0.909188	0.002084	0.006203	0.036317	0.044455	0.014933	0.010994	0.077552	0.000565	0.098200	0.292165	0.028568	0.001252	0.015181	0.013558	0.016348	0.003504	0.070906	0.010450
Other	Yes	Yes	NULL	65+	25981	71.845656	0.555367	1.000000	1.000000	0.038682	0.072399	329.775979	268.754784	78.034615	105.830458	77.712672	7.177037	61.021195	0.675435	0.000269	0.007082	0.051422	0.041607	0.023209	0.016050	0.044724	0.004349	0.072168	0.200377	0.014587	0.001270	0.024671	0.019668	0.010969	0.002809	0.023286	0.006081
UHC-FI	Yes	Yes	NULL	65+	4750	67.885052	0.485052	1.000000	1.000000	0.084842	0.163368	1077.469985	820.177694	272.188778	312.836232	212.196947	22.955735	257.292291	1.562842	0.001263	0.011789	0.129894	0.093894	0.053052	0.039789	0.096000	0.005684	0.167789	0.501473	0.029684	0.002736	0.052000	0.046526	0.018736	0.005894	0.051789	0.013894
Uni-ASO	Yes	Yes	NULL	65+	28322	70.873208	0.497422	1.000000	1.000000	0.072734	0.142927	463.779327	408.444427	110.223199	163.993992	123.020545	11.206689	55.334899	1.222706	0.000564	0.013205	0.097309	0.075736	0.045830	0.033860	0.079761	0.016100	0.120365	0.363533	0.022738	0.002224	0.050349	0.039086	0.015359	0.004413	0.041275	0.009886
NULL	Yes	Yes	NULL	65+	59053	71.060691	0.521920	1.000000	1.000000	0.058726	0.113542	454.186074	380.104739	109.089385	150.376629	110.259873	10.378849	74.081334	1.009288	0.000491	0.010397	0.079741	0.062181	0.036458	0.026501	0.065652	0.010092	0.102975	0.302846	0.019711	0.001845	0.039185	0.031141	0.013699	0.003827	0.034206	0.008534
NULL	NULL	Yes	NULL	65+	59053	71.060691	0.521920	1.000000	1.000000	0.058726	0.113542	454.186074	380.104739	109.089385	150.376629	110.259873	10.378849	74.081334	1.009288	0.000491	0.010397	0.079741	0.062181	0.036458	0.026501	0.065652	0.010092	0.102975	0.302846	0.019711	0.001845	0.039185	0.031141	0.013699	0.003827	0.034206	0.008534
NULL	NULL	Yes	NULL	NULL	707362	46.696910	0.596454	1.000000	1.000000	0.048752	0.137243	549.868708	471.104030	110.260136	188.788203	148.087729	23.967960	78.764678	0.672406	0.001557	0.004108	0.024806	0.030356	0.011400	0.008381	0.069053	0.001159	0.067022	0.196104	0.021124	0.001060	0.011602	0.010317	0.012006	0.002735	0.071664	0.009116
Other	NULL	No	NULL	18-44	1833672	31.849270	0.492781	0.391021	0.000000	0.040178	0.164533	295.737704	255.836272	66.836663	88.846774	72.449469	27.703364	39.901431	0.248727	0.001259	0.000587	0.002303	0.005789	0.002427	0.001684	0.040518	0.000092	0.020089	0.051048	0.009298	0.000758	0.002023	0.002135	0.004026	0.001287	0.051959	0.006814
Other	NULL	No	NULL	45-64	1600963	54.431848	0.501300	0.499249	0.000000	0.041972	0.145707	552.360566	462.897474	122.540332	184.989704	130.766571	24.600867	89.463091	0.798603	0.002302	0.005889	0.031079	0.032344	0.014684	0.011405	0.063623	0.000633	0.099884	0.253977	0.025445	0.001634	0.015393	0.013833	0.012543	0.003144	0.055246	0.009777
Other	NULL	No	NULL	65+	1488003	75.312152	0.551324	0.241064	0.000000	0.025276	0.052149	117.325143	99.221709	32.064421	36.851494	27.110550	3.195243	18.103433	0.377843	0.000216	0.004231	0.028625	0.019970	0.015131	0.012961	0.024921	0.005728	0.041428	0.102517	0.006356	0.001093	0.018356	0.015034	0.004527	0.001480	0.011721	0.003973
Other	NULL	No	NULL	NULL	4922638	52.331534	0.513248	0.380891	0.000000	0.036257	0.124439	325.267659	275.836602	74.441998	104.397814	77.710688	19.286101	49.431057	0.466589	0.001283	0.003413	0.019618	0.018712	0.010253	0.008254	0.043318	0.001972	0.052491	0.132603	0.013660	0.001144	0.011308	0.009838	0.006948	0.001949	0.040865	0.006919
Other	NULL	Yes	NULL	18-44	87113	34.706415	0.652508	1.000000	1.000000	0.056271	0.152583	476.233104	394.191898	93.306469	145.776303	127.816130	27.292994	82.041205	0.385826	0.001021	0.000918	0.003076	0.010813	0.003902	0.002513	0.065328	0.000103	0.029834	0.080320	0.014073	0.000723	0.002938	0.003179	0.007840	0.001721	0.084889	0.008035
Other	NULL	Yes	NULL	45-64	89129	54.031134	0.596517	1.000000	1.000000	0.042589	0.141659	732.855981	595.546629	131.714788	250.408177	188.531426	24.892237	137.309351	0.957993	0.002109	0.006238	0.037619	0.045619	0.015629	0.011578	0.083878	0.000605	0.105667	0.303043	0.030764	0.001245	0.016504	0.014507	0.017154	0.003893	0.077101	0.010658
Other	NULL	Yes	NULL	65+	25981	71.845656	0.555367	1.000000	1.000000	0.038682	0.072399	329.775979	268.754784	78.034615	105.830458	77.712672	7.177037	61.021195	0.675435	0.000269	0.007082	0.051422	0.041607	0.023209	0.016050	0.044724	0.004349	0.072168	0.200377	0.014587	0.001270	0.024671	0.019668	0.010969	0.002809	0.023286	0.006081
Other	NULL	Yes	NULL	NULL	202223	47.995247	0.615350	1.000000	1.000000	0.047981	0.137467	570.522269	466.822430	108.272704	186.760273	148.139019	23.650432	103.699838	0.675214	0.001404	0.004054	0.024512	0.030110	0.011551	0.008248	0.070857	0.000870	0.068696	0.193909	0.021496	0.001023	0.011709	0.010290	0.012347	0.002818	0.073542	0.008940
UHC-FI	NULL	No	NULL	18-44	1229325	32.299116	0.473338	0.500025	0.000000	0.044332	0.185544	317.908773	258.847352	69.673430	88.131920	70.736714	30.305285	59.061421	0.282224	0.001465	0.000735	0.002606	0.006410	0.002502	0.001904	0.044595	0.000105	0.022511	0.059858	0.010725	0.000776	0.002073	0.002504	0.004439	0.001449	0.058767	0.007994
UHC-FI	NULL	No	NULL	45-64	1034697	54.075987	0.480541	0.585121	0.000000	0.044983	0.166800	615.495227	480.150866	131.486253	192.943767	127.886589	27.834255	135.344361	0.874564	0.002709	0.006867	0.035343	0.034729	0.015262	0.012426	0.069283	0.000569	0.107329	0.285567	0.028273	0.001615	0.016263	0.014605	0.013220	0.003410	0.059279	0.010992
UHC-FI	NULL	No	NULL	65+	91327	68.649829	0.444403	0.600961	0.000000	0.094090	0.200521	967.170950	750.618887	240.385514	293.722069	189.565545	26.945758	216.552062	1.624979	0.001204	0.018045	0.117829	0.088287	0.052328	0.041389	0.106463	0.008529	0.188870	0.497049	0.034316	0.003262	0.058558	0.052284	0.020311	0.005879	0.051255	0.015022
UHC-FI	NULL	No	NULL	NULL	2355349	43.275096	0.475380	0.541321	0.000000	0.046547	0.177890	473.812199	375.133346	103.446839	142.147030	100.449969	29.089507	98.678852	0.594502	0.002001	0.004100	0.021455	0.022025	0.010040	0.008057	0.057839	0.000635	0.066222	0.175963	0.019348	0.001241	0.010497	0.009750	0.008912	0.002482	0.058700	0.009584
UHC-FI	NULL	Yes	NULL	18-44	69528	34.292831	0.658597	1.000000	1.000000	0.053115	0.139713	437.874535	335.987348	88.440137	120.693577	102.700218	24.153414	101.887186	0.366751	0.001280	0.000791	0.002560	0.010111	0.002761	0.002416	0.060349	0.000129	0.026564	0.076314	0.013303	0.000776	0.002516	0.003279	0.007824	0.001567	0.084023	0.007737
UHC-FI	NULL	Yes	NULL	45-64	64422	53.987100	0.602371	1.000000	1.000000	0.040995	0.134131	729.027380	549.800512	130.800841	231.027737	164.682685	23.289246	179.226868	0.906670	0.001878	0.006503	0.038418	0.043696	0.014730	0.011486	0.077768	0.000714	0.095728	0.294045	0.028018	0.001086	0.015802	0.013256	0.017323	0.003089	0.073546	0.010493
UHC-FI	NULL	Yes	NULL	65+	4750	67.885052	0.485052	1.000000	1.000000	0.084842	0.163368	1077.469985	820.177694	272.188778	312.836232	212.196947	22.955735	257.292291	1.562842	0.001263	0.011789	0.129894	0.093894	0.053052	0.039789	0.096000	0.005684	0.167789	0.501473	0.029684	0.002736	0.052000	0.046526	0.018736	0.005894	0.051789	0.013894
UHC-FI	NULL	Yes	NULL	NULL	138700	44.590648	0.626539	1.000000	1.000000	0.048572	0.137930	595.010274	451.879026	114.408178	178.520721	135.239107	23.711018	143.131247	0.658489	0.001557	0.003821	0.023576	0.028579	0.010043	0.007909	0.069661	0.000591	0.063525	0.192004	0.020699	0.000987	0.010382	0.009394	0.012609	0.002422	0.078053	0.009228
Uni-ASO	NULL	No	NULL	18-44	2986077	31.707379	0.492525	0.467380	0.000000	0.046944	0.189373	318.956928	302.236820	79.600383	103.775412	85.355371	33.505652	16.720108	0.280878	0.001807	0.000656	0.002374	0.006217	0.002538	0.001915	0.044903	0.000109	0.022562	0.056955	0.010474	0.000885	0.002170	0.002632	0.004427	0.001479	0.059073	0.007663
Uni-ASO	NULL	No	NULL	45-64	2464960	54.283080	0.506292	0.581010	0.000000	0.046514	0.158191	579.685147	543.304440	138.931970	221.571759	154.131103	28.669606	36.380707	0.870499	0.003116	0.006301	0.032652	0.035968	0.015419	0.011979	0.068518	0.000742	0.105218	0.276830	0.027797	0.001933	0.015767	0.015061	0.013845	0.003586	0.062196	0.010646
Uni-ASO	NULL	No	NULL	65+	759938	74.508325	0.518808	0.443736	0.000000	0.091893	0.193878	334.831344	299.853713	94.744833	111.932136	82.998254	10.178488	34.977631	1.313650	0.000736	0.014714	0.098226	0.070716	0.055170	0.048248	0.085832	0.025232	0.131547	0.357964	0.020796	0.004060	0.065513	0.053413	0.015949	0.005041	0.041227	0.014161
Uni-ASO	NULL	No	NULL	NULL	6210975	45.903904	0.501205	0.509583	0.000000	0.052273	0.177549	424.374870	397.618145	105.000394	151.523453	112.362108	28.732189	26.756725	0.641246	0.002195	0.004616	0.026118	0.025916	0.014090	0.011578	0.059283	0.003434	0.068700	0.181047	0.018612	0.001689	0.015317	0.013778	0.009574	0.002751	0.058129	0.009642
Uni-ASO	NULL	Yes	NULL	18-44	164419	34.874600	0.600253	1.000000	1.000000	0.054695	0.144454	406.240607	377.630615	91.865489	136.781714	122.140309	26.843101	28.609992	0.361223	0.001295	0.000772	0.003083	0.009779	0.002992	0.002305	0.059013	0.000127	0.028865	0.078573	0.013860	0.000693	0.003004	0.003144	0.006732	0.001842	0.074395	0.007827
Uni-ASO	NULL	Yes	NULL	45-64	173698	54.115971	0.562982	1.000000	1.000000	0.040259	0.128683	639.769869	590.137044	126.679707	252.618935	186.936383	23.902017	49.632824	0.885079	0.002147	0.006073	0.034870	0.044139	0.014651	0.010512	0.074226	0.000489	0.095286	0.285886	0.027645	0.001318	0.014271	0.013183	0.015573	0.003460	0.066748	0.010328
Uni-ASO	NULL	Yes	NULL	65+	28322	70.873208	0.497422	1.000000	1.000000	0.072734	0.142927	463.779327	408.444427	110.223199	163.993992	123.020545	11.206689	55.334899	1.222706	0.000564	0.013205	0.097309	0.075736	0.045830	0.033860	0.079761	0.016100	0.120365	0.363533	0.022738	0.002224	0.050349	0.039086	0.015359	0.004413	0.041275	0.009886
Uni-ASO	NULL	Yes	NULL	NULL	366439	46.777646	0.574638	1.000000	1.000000	0.049246	0.136860	521.384403	480.743685	109.786854	193.793658	152.922727	24.240445	40.640717	0.676123	0.001642	0.004246	0.025433	0.031164	0.011830	0.008634	0.067828	0.001533	0.067421	0.198868	0.021081	0.001107	0.012004	0.010681	0.011589	0.002808	0.068210	0.009172
Other	No	NULL	NULL	18-44	1116666	30.259816	0.484931	0.000000	0.000000	0.030853	0.149058	204.518784	185.040138	49.078339	62.402106	49.376285	24.183406	19.478645	0.171867	0.000582	0.000386	0.001426	0.003617	0.001704	0.001135	0.031603	0.000081	0.012524	0.031885	0.006068	0.000670	0.001364	0.001346	0.002418	0.000972	0.040105	0.005451
Other	No	NULL	NULL	45-64	801683	54.525588	0.509268	0.000000	0.000000	0.032143	0.121266	364.304884	323.595922	89.416906	126.877255	87.458506	19.843254	40.708961	0.578639	0.001081	0.004591	0.022396	0.022601	0.011087	0.008966	0.047181	0.000561	0.073766	0.187732	0.018264	0.001303	0.011594	0.009961	0.008237	0.002361	0.037538	0.007393
Other	No	NULL	NULL	65+	1129299	75.917725	0.565778	0.000000	0.000000	0.020705	0.043829	61.993397	55.461197	18.939134	19.680048	14.872800	1.969214	6.532199	0.286259	0.000102	0.003390	0.021741	0.014273	0.012254	0.011485	0.019127	0.005922	0.030555	0.075433	0.004160	0.000924	0.015244	0.012477	0.003321	0.001106	0.008321	0.003127
Other	No	NULL	NULL	NULL	3047648	53.561355	0.521290	0.000000	0.000000	0.027432	0.102755	193.738019	173.472020	48.521375	63.531716	46.608616	14.810312	20.265998	0.321256	0.000536	0.002605	0.014470	0.012559	0.008081	0.007030	0.031078	0.002371	0.035315	0.089017	0.008569	0.000931	0.009198	0.007737	0.004283	0.001387	0.027652	0.005100
Other	Yes	NULL	NULL	18-44	804119	34.366041	0.520987	1.000000	0.108333	0.054871	0.184727	441.965516	369.138172	94.364902	131.737397	110.488859	32.547012	72.827344	0.370312	0.002172	0.000902	0.003605	0.009350	0.003591	0.002535	0.055586	0.000109	0.031650	0.080831	0.014302	0.000875	0.003036	0.003342	0.006673	0.001770	0.071988	0.008840
Other	Yes	NULL	NULL	45-64	888409	54.307059	0.503662	1.000000	0.100324	0.050904	0.167357	740.166429	601.908417	153.350688	243.992309	175.642144	28.923275	138.258011	1.013085	0.003385	0.007095	0.039570	0.042468	0.018025	0.013624	0.080492	0.000695	0.124032	0.318678	0.032459	0.001894	0.018932	0.017395	0.016891	0.003927	0.073418	0.012018
Other	Yes	NULL	NULL	65+	384685	73.300282	0.509167	1.000000	0.067538	0.039598	0.077941	294.108150	239.137072	73.700368	91.919510	66.453839	7.063354	54.971077	0.666801	0.000553	0.006891	0.050373	0.038155	0.024121	0.017502	0.043269	0.005066	0.075425	0.188634	0.013356	0.001601	0.027916	0.022852	0.008503	0.002667	0.022485	0.006597
Other	Yes	NULL	NULL	NULL	2077213	50.105013	0.511388	1.000000	0.097353	0.050346	0.157522	542.121766	444.617050	115.765773	172.374024	130.199477	26.277775	97.504715	0.700129	0.002391	0.004660	0.027648	0.028849	0.013566	0.010050	0.063957	0.001278	0.079268	0.202521	0.021892	0.001445	0.014442	0.012965	0.011382	0.002859	0.063432	0.009784
UHC-FI	No	NULL	NULL	18-44	614631	30.604979	0.448514	0.000000	0.000000	0.038022	0.186349	240.330706	209.466594	57.113626	68.535579	54.570973	29.246414	30.864111	0.212405	0.000719	0.000520	0.001758	0.004296	0.002009	0.001452	0.038030	0.000112	0.015671	0.042493	0.008074	0.000668	0.001560	0.001607	0.002681	0.001231	0.046457	0.007220
UHC-FI	No	NULL	NULL	45-64	429274	53.915590	0.472583	0.000000	0.000000	0.038078	0.165544	444.302981	373.023250	104.154656	145.202319	96.890764	26.775510	71.279730	0.720007	0.001281	0.005951	0.028338	0.026253	0.013098	0.010955	0.059868	0.000540	0.092083	0.243068	0.023136	0.001409	0.014060	0.011505	0.008938	0.003109	0.044360	0.009688
UHC-FI	No	NULL	NULL	65+	36443	69.220645	0.465439	0.000000	0.000000	0.087780	0.213072	745.419764	611.431909	202.646830	231.656002	150.799116	26.329959	133.987855	1.493428	0.000795	0.016326	0.100568	0.074691	0.049364	0.042065	0.100814	0.011991	0.176165	0.461295	0.030239	0.003183	0.057377	0.050489	0.015887	0.005488	0.044782	0.013555
UHC-FI	No	NULL	NULL	NULL	1080348	41.170010	0.458649	0.000000	0.000000	0.039723	0.178983	338.416651	288.014841	80.714500	104.501431	74.632683	28.166226	50.401809	0.457312	0.000945	0.003211	0.015653	0.015395	0.008013	0.006598	0.048825	0.000683	0.051447	0.136319	0.014807	0.001047	0.008410	0.007189	0.005613	0.002121	0.045567	0.008414
UHC-FI	Yes	NULL	NULL	18-44	684222	34.023539	0.514463	1.000000	0.101616	0.050892	0.180163	399.786972	311.044350	82.862800	109.043942	88.506275	30.631331	88.742621	0.353532	0.002116	0.000933	0.003362	0.008685	0.002972	0.002361	0.052092	0.000102	0.029068	0.077129	0.013368	0.000873	0.002579	0.003389	0.006361	0.001657	0.072391	0.008663
UHC-FI	Yes	NULL	NULL	45-64	669845	54.170230	0.497358	1.000000	0.096174	0.049024	0.164463	736.123654	555.502730	148.935944	227.201854	151.289286	28.075645	180.620923	0.976701	0.003545	0.007419	0.040128	0.041022	0.016597	0.013279	0.076132	0.000601	0.115983	0.313618	0.031540	0.001697	0.017630	0.016462	0.016359	0.003572	0.070211	0.011780
UHC-FI	Yes	NULL	NULL	65+	59634	68.240081	0.434785	1.000000	0.079652	0.097209	0.189891	1111.471163	841.218132	265.981254	333.173823	215.058789	27.004264	270.253030	1.700422	0.001458	0.018596	0.129338	0.097041	0.054197	0.040849	0.109082	0.006187	0.194955	0.519250	0.036438	0.003269	0.058758	0.052922	0.022889	0.006120	0.055253	0.015829
UHC-FI	Yes	NULL	NULL	NULL	1413701	45.012871	0.502997	1.000000	0.098111	0.051961	0.173134	589.172153	449.238782	121.894286	174.484405	123.592703	29.267386	139.933370	0.705620	0.002765	0.004752	0.026097	0.027735	0.011589	0.009158	0.065887	0.000595	0.077248	0.207833	0.022951	0.001365	0.012081	0.011672	0.011795	0.002753	0.070635	0.010442
Uni-ASO	No	NULL	NULL	18-44	1590443	29.463877	0.511306	0.000000	0.000000	0.041795	0.192537	263.315526	255.632230	67.613002	86.251614	68.753786	33.013827	7.683295	0.226051	0.001009	0.000487	0.001693	0.004616	0.002029	0.001553	0.040832	0.000106	0.016450	0.040478	0.007766	0.000916	0.001686	0.001915	0.003324	0.001217	0.054435	0.007060
